user_id,email,registration_date,user_country,age,gender,income_bracket,phone_verified,risk_score
1343,user_1343@yahoo.es,2023-10-05,DE,62.0,F,medium,1,79.74
1344,user_1344@hotmail.com,2023-01-11,US,41.0,F,low,False,73.16
1345,user_1345@gmail.com,08/05/2022,NL,69.0,F,medium,False,17.45
1346,user_1346@yahoo.es,2023-04-17,TR,73.0,F,low,0,23.67
1347,  user_1347@hotmail.com,2020-11-12,NL,32.0,M,high,no,57.53
1348,user_1348@gmail.com,2022-04-29,GB,46.0,F,high,0,29.52
1349,user_1349@yahoo.es,2023-09-03,RO,25.0,M,medium,no,42.23
1350,user_1350@hotmail.com,2020-07-21,ES,22.0,M,,1,48.66
1351,user_1351@gmail.com,2022-09-29,PL,46.0,M,low,1,59.42
1352,user_1352@yahoo.es,2023-06-14,GB,64.0,F,medium,1,25.11
1353,user_1353@hotmail.com,2022-04-15,PL,21.0,F,medium,1,16.31
1354,user_1354@gmail.com,2021-07-26,TR,29.0,M,medium,Yes,39.86
1355,user_1355@yahoo.es,2020-03-08,IT,62.0,F,low,0,8.2
1356,user_1356@hotmail.com,2022-01-28,GB,19.0,F,high,0,52.68
1357,user_1357@gmail.com,2021-03-20,NL,44.0,M,low,1,83.96
1358,user_1358@yahoo.es,2022-06-27,NL,48.0,M,medium,True,11.9
1359,user_1359@hotmail.com,2022-06-29,IT,68.0,F,,1,11.27
1360,user_1360@gmail.com,2021-04-28,NL,68.0,M,high,No,8.02
1361,user_1361@yahoo.es,2022-01-12,DE,53.0,F,low,yes,84.79
1362,user_1362@hotmail.com,2020-07-22,DE,53.0,M,medium,yes,8.07
1363,user_1363@gmail.com,2022-01-22,DE,43.0,M,,False,98.35
1364,user_1364@yahoo.es,2023-01-20,GB,60.0,F,high,No,35.83
1365,user_1365@hotmail.com,2023-08-13,ES,44.0,F,,True,32.88
1366,user_1366@gmail.com,2022-01-04,PL,22.0,F,high,False,9.16
1367,user_1367@yahoo.es,2020-05-04,NL,37.0,F,medium,yes,58.56
1368,user_1368@hotmail.com,2022-03-26,RO,28.0,F,high,True,58.59
1369,user_1369@gmail.com,19/07/2021,GB,27.0,F,low,False,49.38
1370,user_1370@yahoo.es,2021-01-23,NL,57.0,M,medium,1,31.1
1371,user_1371@hotmail.com,07/09/2020,IT,55.0,F,medium,no,36.86
1372,user_1372@gmail.com,2022-07-20,PL,23.0,M,low,1,32.05
1373,user_1373@yahoo.es,06/07/2020,US,6.0,F,low,True,42.61
1374,user_1374@hotmail.com,2023-09-19,DE,40.0,M,very_high,False,34.18
1375,user_1375@gmail.com,2021-03-10,PL,64.0,F,very_high,Yes,67.55
1376,user_1376@yahoo.es,2023-08-07,IT,43.0,M,high,True,29.58
1377,user_1377@hotmail.com,2023-08-02,NL,63.0,F,medium,no,35.08
1378,user_1378@gmail.com,2023-05-07,NL,60.0,F,medium,True,43.55
1379,user_1379@yahoo.es,2020-02-13,GB,29.0,M,medium,no,0.4
1380,user_1380@hotmail.com,2020-04-13,ES,43.0,F,low,No,49.21
1381,user_1381@gmail.com,2021-11-14,US,30.0,M,very_high,0,25.58
1382,user_1382@yahoo.es,2021-05-13,IT,57.0,F,low,True,5.62
1383,user_1383@hotmail.com,2020-09-14,FR,35.0,F,very_high,Yes,91.1
1384,user_1384@gmail.com,2023-03-02,NL,42.0,M,medium,1,32.24
1385,user_1385@yahoo.es,2021-02-24,NL,50.0,,high,False,42.61
1386,user_1386@hotmail.com,2020-05-20,TR,64.0,,low,0,82.73
1387,user_1387@gmail.com,2023-02-09,FR,57.0,M,high,False,16.68
1388,user_1388@yahoo.es,2021-02-28,US,60.0,F,medium,1,85.03
1389,user_1389@hotmail.com,2023-04-15,NL,29.0,M,medium,True,24.16
1390,user_1390@gmail.com,2021-03-18,ES,61.0,Prefer not to say,high,No,58.9
1391,user_1391@yahoo.es,2021-04-22,US,53.0,F,low,Yes,68.57
1392,user_1392@hotmail.com,2021-11-03,ES,65.0,M,medium,0,90.5
1393,user_1393@gmail.com,2020-10-29,FR,21.0,F,medium,Yes,60.76
1394,user_1394@yahoo.es,2023-05-05,PL,22.0,M,medium,no,45.32
1395,user_1395@hotmail.com,2020-01-06,IT,73.0,M,medium,yes,57.23
1396,user_1396@gmail.com,2021-07-21,PL,54.0,M,,Yes,20.21
1397,user_1397@yahoo.es,2020-10-23,PL,25.0,M,medium,Yes,68.91
1398,user_1398@hotmail.com,2020-09-23,RO,59.0,M,medium,Yes,18.69
1399,user_1399@gmail.com,2023-01-11,PL,66.0,M,medium,1,55.72
1400,user_1400@yahoo.es,2021-05-28,PL,45.0,Other,low,Yes,64.76
1401,user_1401@hotmail.com,2020-12-23,FR,48.0,F,high,No,89.86
1402,user_1402@gmail.com,2020-08-13,FR,26.0,F,high,Yes,45.02
1403,  user_1403@yahoo.es,2023-09-15,IT,71.0,F,medium,1,77.53
1404,user_1404@hotmail.com,2020-02-22,NL,68.0,F,medium,no,16.75
1405,user_1405@gmail.com,2020-09-26,ES,46.0,M,medium,False,15.62
1406,user_1406@yahoo.es,2020-01-31,TR,31.0,F,high,1,52.48
1407,user_1407@hotmail.com,2022-01-03,PL,57.0,Prefer not to say,medium,yes,59.63
1408,user_1408@gmail.com,2021-05-02,ES,58.0,M,low,yes,63.23
1409,user_1409@yahoo.es,2023-04-20,ES,39.0,F,medium,No,74.57
1410,  user_1410@hotmail.com,2021-10-25,RO,28.0,F,medium,no,29.49
1411,user_1411@gmail.com,2020-02-02,PL,,F,low,No,62.26
1412,user_1412@yahoo.es,2020-12-22,US,18.0,F,medium,True,18.81
1413,user_1413@hotmail.com,06-27-2021,NL,63.0,M,medium,1,21.9
1414,user_1414@gmail.com,2020-04-17,RO,54.0,M,medium,False,6.73
1415,user_1415@yahoo.es,2020-09-16,GB,,M,medium,True,74.7
1416,user_1416@hotmail.com,2022-05-12,GB,43.0,F,,True,50.7
1417,user_1417@gmail.com,2022-12-13,NL,63.0,M,medium,0,23.82
1418,user_1418@yahoo.es,2020-08-20,TR,53.0,F,medium,Yes,55.62
1419,user_1419@hotmail.com,2020-05-10,FR,71.0,,low,True,35.42
1420,user_1420@gmail.com  ,2022-09-02,TR,40.0,M,low,True,83.72
1421,user_1421@yahoo.es,2022-07-07,GB,74.0,M,medium,No,52.81
1422,user_1422@hotmail.com,2022-01-11,US,18.0,F,medium,False,2.98
1423,user_1423@gmail.com,2022-11-17,FR,71.0,M,high,True,98.51
1424,user_1424@yahoo.es,2023-04-30,DE,72.0,M,medium,no,7.43
1425,user_1425@hotmail.com,2020-08-11,DE,68.0,F,medium,yes,69.6
1426,user_1426@gmail.com,2022-07-14,US,57.0,M,medium,False,43.73
1427,user_1427@yahoo.es,2022-10-28,NL,32.0,M,medium,Yes,24.93
1428,user_1428@hotmail.com,2021-03-29,IT,38.0,F,very_high,yes,67.65
1429,user_1429@gmail.com,2023-06-13,PL,64.0,F,medium,No,12.59
1430,user_1430@yahoo.es  ,2020-03-29,FR,26.0,M,low,no,85.82
1431,user_1431@hotmail.com,2023-09-11,DE,70.0,F,high,yes,25.06
1432,user_1432@gmail.com,2022-12-03,IT,,Prefer not to say,high,0,36.15
1433,user_1433@yahoo.es,2021-09-09,RO,27.0,F,medium,0,63.26
1434,user_1434@hotmail.com,2022-07-27,TR,69.0,F,low,Yes,0.1
1435,user_1435@gmail.com,2023-08-10,NL,74.0,F,medium,Yes,47.27
1436,user_1436@yahoo.es,2020-03-04,US,70.0,F,low,yes,89.42
1437,user_1437@hotmail.com,2020-05-04,RO,43.0,F,high,No,68.04
1438,user_1438@gmail.com,2022-09-07,TR,58.0,M,medium,no,38.79
1439,user_1439@yahoo.es,2022-04-02,PL,52.0,F,medium,No,66.04
1440,user_1440@hotmail.com,2022-05-23,IT,,F,medium,no,93.66
1441,user_1441@gmail.com,2020-08-09,IT,42.0,M,low,1,18.78
1442,user_1442@yahoo.es,2022-10-01,ES,43.0,M,,True,53.18
1443,user_1443@hotmail.com,2022-06-27,TR,28.0,F,,True,23.47
1444,user_1444@gmail.com,2020-05-30,FR,55.0,F,low,no,85.42
1445,user_1445@yahoo.es,2020-06-14,RO,,M,low,True,72.11
1446,user_1446@hotmail.com,2021-10-21,NL,24.0,F,very_high,False,80.11
1447,user_1447@gmail.com,2023-05-30,PL,35.0,M,medium,1,94.3
1448,user_1448@yahoo.es,2020-10-30,NL,44.0,M,,yes,23.23
1449,user_1449@hotmail.com,2020-05-14,IT,51.0,F,low,True,4.87
1450,user_1450@gmail.com,2020-09-15,PL,44.0,M,medium,False,29.09
1451,user_1451@yahoo.es,2021-07-17,RO,34.0,M,medium,no,39.91
1452,user_1452@hotmail.com,02 Jul 2023,IT,60.0,F,high,no,62.52
1453,user_1453@gmail.com,2023-07-20,ES,61.0,M,low,False,79.77
1454,user_1454@yahoo.es,2023-04-13,PL,68.0,M,medium,0,34.98
1455,user_1455@hotmail.com,2023-01-28,ES,71.0,Other,,False,47.35
1456,user_1456@gmail.com,2021-10-27,PL,41.0,F,medium,Yes,78.55
1457,user_1457@yahoo.es,2022-02-19,GB,42.0,F,medium,No,22.53
1458,user_1458@hotmail.com,2023-05-08,DE,24.0,F,low,False,21.71
1459,user_1459@gmail.com,2022-12-22,ES,69.0,M,low,Yes,58.92
1460,user_1460@yahoo.es,2021-08-26,RO,23.0,F,medium,Yes,43.61
1461,user_1461@hotmail.com,2022-07-18,RO,70.0,F,medium,0,94.89
1462,user_1462@gmail.com,2022-11-01,NL,41.0,F,very_high,yes,35.7
1463,user_1463@yahoo.es,2023-05-24,TR,50.0,F,high,0,75.96
1464,user_1464@hotmail.com,2022-05-31,IT,66.0,F,medium,no,58.31
1465,user_1465@gmail.com,2020-07-22,PL,46.0,M,high,no,5.46
1466,user_1466@yahoo.es,2020-08-22,FR,60.0,M,low,False,8.44
1467,user_1467@hotmail.com,2023-09-02,US,39.0,F,medium,0,20.32
1468,user_1468@gmail.com,2023-08-26,ES,43.0,F,medium,0,14.32
1469,user_1469@yahoo.es,2023-02-03,DE,45.0,F,low,yes,32.94
1470,user_1470@hotmail.com,2021-03-16,PL,67.0,M,high,No,57.9
1471,user_1471@gmail.com,2022-05-30,RO,38.0,F,medium,True,60.24
1472,user_1472@yahoo.es,2022-07-13,ES,66.0,F,medium,no,58.78
1473,user_1473@hotmail.com,2021-04-12,PL,24.0,F,medium,False,11.76
1474,user_1474@gmail.com,2022-04-27,GB,34.0,F,medium,no,60.02
1475,user_1475@yahoo.es,2021-11-25,IT,37.0,F,low,yes,40.97
1476,user_1476@hotmail.com,2022-07-17,IT,58.0,F,medium,False,90.31
1477,user_1477@gmail.com,2022-03-27,IT,66.0,F,medium,no,91.2
1478,user_1478@yahoo.es,2022-05-01,DE,37.0,F,high,False,76.82
1479,user_1479@hotmail.com,2020-07-13,FR,71.0,F,low,0,70.31
1480,user_1480@gmail.com,2021-10-02,ES,39.0,F,low,No,11.5
1481,user_1481@yahoo.es,2022-05-24,RO,45.0,F,medium,0,8.47
1482,user_1482@hotmail.com,2021-10-02,TR,57.0,F,high,Yes,84.08
1483,user_1483@gmail.com,2023-09-24,IT,66.0,F,medium,1,42.7
1484,user_1484@yahoo.es,2021-06-06,FR,24.0,M,high,1,45.14
1485,user_1485@hotmail.com,2022-02-05,RO,18.0,M,very_high,yes,84.78
1486,user_1486@gmail.com,2020-11-08,IT,49.0,Other,very_high,1,62.14
1487,user_1487@yahoo.es,2022-08-29,RO,30.0,F,high,yes,17.94
1488,user_1488@hotmail.com,2020-05-17,FR,47.0,F,high,True,21.1
1489,user_1489@gmail.com,2020-07-05,DE,40.0,F,low,0,0.64
1490,user_1490@yahoo.es,2020-06-23,NL,68.0,F,high,no,71.07
1491,user_1491@hotmail.com,2020-07-09,RO,73.0,F,,Yes,48.56
1492,user_1492@gmail.com,2022-06-03,TR,36.0,F,very_high,Yes,95.0
1493,user_1493@yahoo.es,2020-07-16,TR,49.0,F,low,1,71.4
1494,user_1494@hotmail.com,2022-02-02,ES,47.0,M,medium,No,10.32
1495,  user_1495@gmail.com,2020-09-23,DE,46.0,M,medium,True,16.15
1496,user_1496@yahoo.es,2023-02-13,ES,,M,medium,yes,50.17
1497,user_1497@hotmail.com,2020-05-02,IT,62.0,M,low,True,92.49
1498,user_1498@gmail.com,2023-04-16,PL,-8.0,F,medium,1,24.73
1499,user_1499@yahoo.es,2023-02-24,ES,47.0,M,high,yes,82.56
1500,user_1500@hotmail.com,2023-02-24,PL,33.0,M,medium,yes,31.23
1501,user_1501@gmail.com,2021-11-06,ES,57.0,M,,1,26.99
1502,user_1502@yahoo.es  ,04 Oct 2023,NL,36.0,M,high,no,90.14
1503,user_1503@hotmail.com,2020-09-07,ES,35.0,F,medium,0,4.72
1504,user_1504@gmail.com,2022-04-21,ES,18.0,F,low,No,66.07
1505,user_1505@yahoo.es,2021-12-25,PL,31.0,F,medium,True,4.32
1506,user_1506@hotmail.com,2023-09-24,RO,,M,high,Yes,80.08
1507,user_1507@gmail.com,2022-05-16,PL,64.0,M,medium,1,82.94
1508,user_1508@yahoo.es,2020-04-15,ES,67.0,M,medium,0,89.34
1509,user_1509@hotmail.com,2021-08-12,US,19.0,F,medium,Yes,18.61
1510,user_1510@gmail.com,2023-05-14,IT,71.0,M,medium,no,12.45
1511,user_1511@yahoo.es,2021-10-01,RO,45.0,F,low,True,50.35
1512,user_1512@hotmail.com,2021-12-21,GB,66.0,M,very_high,1,27.16
1513,user_1513@gmail.com,2020-07-31,NL,67.0,,,yes,60.63
1514,user_1514@yahoo.es,2023-03-29,DE,47.0,M,medium,no,51.37
1515,user_1515@hotmail.com,2022-11-05,US,55.0,M,medium,no,14.49
1516,user_1516@gmail.com,2021-03-11,RO,68.0,F,high,No,73.93
1517,user_1517@yahoo.es,2020-11-12,FR,21.0,M,medium,1,80.38
1518,user_1518@hotmail.com,2023-09-06,US,18.0,M,medium,no,96.3
1519,user_1519@gmail.com,2022-09-14,IT,25.0,F,low,No,39.55
1520,user_1520@yahoo.es,2021-04-04,DE,8.0,F,medium,0,33.77
1521,user_1521@hotmail.com,2020-08-09,PL,72.0,F,,0,19.23
1522,user_1522@gmail.com,2021-12-18,TR,56.0,M,low,no,18.09
1523,user_1523@yahoo.es,2023-02-13,PL,20.0,M,low,True,32.11
1524,user_1524@hotmail.com,2022-01-22,FR,49.0,M,medium,No,98.18
1525,user_1525@gmail.com,2020-08-23,FR,27.0,,,1,9.23
1526,user_1526@yahoo.es,2021-07-24,US,27.0,F,medium,0,25.94
1527,user_1527@hotmail.com,2023-03-21,IT,36.0,F,medium,1,8.6
1528,user_1528@gmail.com,2021-04-08,ES,63.0,M,medium,True,27.36
1529,user_1529@yahoo.es,2022-05-28,US,51.0,F,medium,No,9.24
1530,user_1530@hotmail.com,2023-02-22,PL,50.0,M,low,1,50.83
1531,user_1531@gmail.com,2023-06-27,NL,40.0,F,low,Yes,43.84
1532,user_1532@yahoo.es,2023-06-10,TR,72.0,M,medium,1,17.41
1533,user_1533@hotmail.com,2023-10-14,IT,45.0,M,medium,False,17.48
1534,user_1534@gmail.com,2023-08-09,TR,49.0,F,very_high,False,62.61
1535,user_1535@yahoo.es,14 Feb 2023,FR,67.0,F,medium,yes,38.71
1536,user_1536@hotmail.com,2020-02-23,FR,24.0,F,low,True,5.62
1537,user_1537@gmail.com,2023-06-01,ES,46.0,M,medium,True,92.02
1538,user_1538@yahoo.es  ,2023-09-09,DE,25.0,M,medium,True,40.5
1539,user_1539@hotmail.com,2021-07-01,GB,18.0,F,low,Yes,59.1
1540,user_1540@gmail.com,2020-02-29,RO,74.0,M,very_high,No,88.54
1541,user_1541@yahoo.es,2021-01-04,DE,72.0,F,high,Yes,40.22
1542,user_1542@hotmail.com,2021-07-13,RO,20.0,M,low,yes,82.07
1543,user_1543@gmail.com,2021-09-24,DE,41.0,,medium,1,91.48
1544,user_1544@yahoo.es,26 Nov 2021,DE,40.0,F,low,no,17.41
1545,user_1545@hotmail.com,2021-12-19,PL,25.0,M,medium,0,89.25
1546,user_1546@gmail.com,2020-01-13,GB,71.0,F,medium,No,11.98
1547,user_1547@yahoo.es,2021-01-06,IT,74.0,F,medium,False,27.51
1548,user_1548@hotmail.com,2020-10-20,US,64.0,M,very_high,False,80.82
1549,user_1549@gmail.com,2023-03-05,TR,54.0,F,low,yes,90.07
1550,user_1550@yahoo.es,2023-09-08,ES,,F,medium,no,68.41
1551,user_1551@hotmail.com,2022-03-31,FR,68.0,,high,False,10.48
1552,user_1552@gmail.com,2020-05-22,GB,50.0,M,medium,yes,52.3
1553,user_1553@yahoo.es,2020-10-17,RO,45.0,M,low,1,57.26
1554,user_1554@hotmail.com,2023-07-20,DE,64.0,F,low,1,28.19
1555,user_1555@gmail.com,2020-03-03,TR,25.0,F,medium,True,99.13
1556,user_1556@yahoo.es,2020-07-06,NL,51.0,F,very_high,0,33.56
1557,user_1557@hotmail.com,2022-12-22,NL,,Prefer not to say,high,True,21.03
1558,user_1558@gmail.com,2021-03-16,ES,49.0,F,very_high,1,11.01
1559,user_1559@yahoo.es,2022-02-09,DE,41.0,F,high,Yes,37.85
1560,user_1560@hotmail.com,2022-05-09,TR,,M,medium,True,69.26
1561,user_1561@gmail.com,2022-07-18,DE,49.0,F,high,No,23.14
1562,user_1562@yahoo.es,2021-11-29,RO,73.0,M,very_high,1,76.95
1563,user_1563@hotmail.com,18/11/2020,NL,63.0,F,medium,1,13.54
1564,user_1564@gmail.com,27/01/2022,TR,60.0,,medium,no,44.05
1565,user_1565@yahoo.es,30 Sep 2021,IT,33.0,M,medium,no,70.24
1566,user_1566@hotmail.com,2021-10-26,RO,21.0,M,low,Yes,13.53
1567,user_1567@gmail.com,2023-03-08,TR,69.0,M,low,Yes,59.78
1568,user_1568@yahoo.es,2023-05-06,TR,54.0,F,very_high,Yes,79.9
1569,user_1569@hotmail.com,2020-06-22,TR,71.0,M,,no,59.55
1570,user_1570@gmail.com,2020-04-17,TR,38.0,F,low,0,51.15
1571,user_1571@yahoo.es,2020-11-14,FR,,F,medium,No,83.83
1572,user_1572@hotmail.com,2020-11-18,FR,48.0,F,high,1,98.54
1573,user_1573@gmail.com,2023-06-19,PL,72.0,M,medium,Yes,18.13
1574,user_1574@yahoo.es,2020-04-11,NL,65.0,M,,0,69.13
1575,user_1575@hotmail.com,12/10/2023,GB,35.0,F,high,False,8.07
1576,user_1576@gmail.com,2020-06-16,PL,,F,high,No,4.28
1577,user_1577@yahoo.es,11 Jul 2021,NL,27.0,M,very_high,yes,28.08
1578,user_1578@hotmail.com  ,2022-06-26,DE,24.0,M,medium,yes,97.09
1579,user_1579@gmail.com,2023-09-17,GB,50.0,M,low,no,55.22
1580,user_1580@yahoo.es,2022-05-18,NL,40.0,F,high,False,26.83
1581,user_1581@hotmail.com,2022-09-21,ES,38.0,M,low,False,13.26
1582,user_1582@gmail.com,2023-05-28,ES,36.0,F,high,1,92.02
1583,user_1583@yahoo.es,2022-06-24,GB,65.0,F,low,0,36.24
1584,user_1584@hotmail.com,2022-04-28,GB,36.0,M,medium,0,30.67
1585,user_1585@gmail.com,2021-07-13,TR,53.0,Other,medium,False,85.8
1586,user_1586@yahoo.es,2021-03-17,NL,46.0,F,low,No,60.44
1587,user_1587@hotmail.com,2022-11-15,GB,35.0,F,very_high,True,16.86
1588,user_1588@gmail.com,2020-08-21,TR,19.0,F,low,False,42.15
1589,user_1589@yahoo.es,2021-12-07,PL,18.0,F,high,1,92.82
1590,user_1590@hotmail.com,2022-05-30,DE,64.0,F,high,False,90.12
1591,user_1591@gmail.com,2020-08-15,NL,22.0,M,medium,No,7.01
1592,user_1592@yahoo.es,2021-08-03,RO,37.0,M,high,No,26.86
1593,user_1593@hotmail.com,2023-10-20,FR,28.0,M,,False,15.45
1594,user_1594@gmail.com,2023-10-21,DE,59.0,M,high,0,53.38
1595,user_1595@yahoo.es,2023-04-29,IT,19.0,,,False,75.0
1596,user_1596@hotmail.com,2022-09-23,RO,20.0,M,medium,Yes,29.55
1597,user_1597@gmail.com,2022-12-15,TR,40.0,M,medium,Yes,75.8
1598,user_1598@yahoo.es,2023-09-28,GB,72.0,F,medium,True,66.87
1599,user_1599@hotmail.com,2021-09-23,RO,187.0,F,high,1,72.82
1600,user_1600@gmail.com,2020-04-03,NL,37.0,F,low,no,94.82
1601,  user_1601@yahoo.es,2021-03-27,US,22.0,F,medium,1,42.46
1602,user_1602@hotmail.com,2022-03-20,US,54.0,F,medium,yes,34.26
1603,user_1603@gmail.com,2023-05-12,FR,55.0,F,high,0,68.38
1604,user_1604@yahoo.es,22 Apr 2020,FR,47.0,M,,no,80.76
1605,user_1605@hotmail.com,2020-01-16,DE,26.0,M,medium,1,19.14
1606,user_1606@gmail.com,02-22-2021,RO,51.0,F,low,True,84.68
1607,user_1607@yahoo.es,2021-09-09,NL,70.0,F,medium,Yes,5.79
1608,user_1608@hotmail.com,2021-03-08,FR,61.0,F,high,0,0.64
1609,user_1609@gmail.com,2020-10-08,FR,52.0,M,,No,15.84
1610,user_1610@yahoo.es,2021-06-07,IT,-10.0,M,high,Yes,97.87
1611,user_1611@hotmail.com,2021-08-15,PL,39.0,F,medium,True,52.36
1612,user_1612@gmail.com,2021-11-02,GB,61.0,F,high,0,4.66
1613,user_1613@yahoo.es,09-02-2020,DE,41.0,M,medium,no,99.72
1614,user_1614@hotmail.com,2020-01-16,US,34.0,M,high,False,74.49
1615,user_1615@gmail.com,2022-10-15,ES,27.0,F,medium,1,83.8
1616,user_1616@yahoo.es,2022-05-31,DE,47.0,F,medium,True,21.29
1617,user_1617@hotmail.com,2020-12-25,FR,73.0,M,low,0,10.54
1618,user_1618@gmail.com,2020-09-21,FR,63.0,F,medium,Yes,51.51
1619,user_1619@yahoo.es,2022-02-17,TR,40.0,M,low,0,77.22
1620,user_1620@hotmail.com,2022-12-26,ES,49.0,M,high,False,63.78
1621,user_1621@gmail.com,2021-04-16,GB,34.0,F,medium,True,63.11
1622,user_1622@yahoo.es,2022-10-21,NL,,M,very_high,0,75.71
1623,user_1623@hotmail.com,2023-02-18,GB,68.0,F,low,No,22.7
1624,user_1624@gmail.com,30 Sep 2023,PL,34.0,F,low,True,66.15
1625,user_1625@yahoo.es,2021-12-26,ES,31.0,F,high,True,39.21
1626,user_1626@hotmail.com,2020-05-27,RO,187.0,M,,Yes,6.98
1627,user_1627@gmail.com,2022-03-24,DE,57.0,M,medium,no,20.21
1628,user_1628@yahoo.es,2020-03-27,IT,19.0,M,high,yes,79.4
1629,user_1629@hotmail.com,06-12-2022,TR,62.0,F,medium,1,89.59
1630,user_1630@gmail.com,2020-02-08,PL,42.0,F,low,yes,28.28
1631,user_1631@yahoo.es,2022-07-30,GB,56.0,F,high,no,19.04
1632,user_1632@hotmail.com,2020-06-08,FR,26.0,F,low,No,2.67
1633,user_1633@gmail.com,2021-10-03,ES,71.0,F,,False,94.77
1634,user_1634@yahoo.es,2023-03-25,IT,39.0,F,low,0,68.39
1635,user_1635@hotmail.com,2022-05-29,DE,60.0,M,medium,yes,95.7
1636,user_1636@gmail.com,2023-03-20,IT,63.0,M,low,1,86.38
1637,user_1637@yahoo.es,2022-04-08,NL,21.0,F,high,no,34.05
1638,user_1638@hotmail.com,2023-08-04,PL,43.0,M,low,Yes,11.27
1639,user_1639@gmail.com,2022-05-05,PL,46.0,,high,1,49.91
1640,user_1640@yahoo.es,2021-08-15,US,62.0,F,medium,True,2.68
1641,user_1641@hotmail.com,2020-08-23,DE,51.0,F,low,True,14.99
1642,user_1642@gmail.com,2022-04-09,PL,40.0,M,high,False,23.34
1643,user_1643@yahoo.es,02-12-2020,RO,54.0,F,medium,No,66.56
1644,user_1644@hotmail.com,2021-10-27,US,28.0,F,low,0,50.99
1645,user_1645@gmail.com,2020-12-17,FR,23.0,F,low,0,30.24
1646,user_1646@yahoo.es,2023-06-19,DE,35.0,M,,Yes,56.48
1647,user_1647@hotmail.com,2022-07-31,FR,38.0,M,low,False,12.52
1648,user_1648@gmail.com,2022-01-11,US,59.0,F,low,0,75.57
1649,user_1649@yahoo.es,06-29-2020,US,53.0,F,medium,No,71.2
1650,user_1650@hotmail.com,2022-06-13,PL,58.0,F,medium,no,21.65
1651,user_1651@gmail.com,2020-08-04,PL,,F,medium,True,60.64
1652,user_1652@yahoo.es,2021-05-13,FR,51.0,M,low,no,50.33
1653,user_1653@hotmail.com,2022-06-11,FR,34.0,M,,no,6.08
1654,user_1654@gmail.com,2023-04-21,NL,54.0,F,high,False,27.82
1655,user_1655@yahoo.es,2022-03-31,TR,42.0,M,medium,1,99.95
1656,user_1656@hotmail.com,2022-12-09,ES,,M,low,yes,9.95
1657,user_1657@gmail.com,2020-06-10,RO,29.0,F,very_high,yes,50.64
1658,user_1658@yahoo.es,2022-03-21,NL,40.0,M,medium,False,84.93
1659,user_1659@hotmail.com,2021-09-27,DE,70.0,M,medium,no,30.07
1660,user_1660@gmail.com,2021-11-26,NL,59.0,M,medium,False,26.07
1661,user_1661@yahoo.es,2021-03-29,NL,39.0,M,high,No,89.08
1662,user_1662@hotmail.com,2021-11-13,NL,38.0,M,low,No,30.48
1663,user_1663@gmail.com,2020-12-10,GB,44.0,F,high,0,65.15
1664,user_1664@yahoo.es,2020-06-05,ES,74.0,F,high,yes,74.03
1665,user_1665@hotmail.com,2022-11-11,IT,48.0,M,,Yes,78.86
1666,user_1666@gmail.com,2023-07-20,US,23.0,F,high,Yes,99.48
1667,user_1667@yahoo.es,2020-08-21,NL,44.0,M,low,no,80.32
1668,user_1668@hotmail.com,2022-12-22,RO,,F,medium,No,65.7
1669,user_1669@gmail.com,2022-11-10,ES,51.0,F,medium,0,89.55
1670,user_1670@yahoo.es,01/02/2021,US,29.0,F,medium,0,90.57
1671,user_1671@hotmail.com,2021-12-16,RO,62.0,F,,0,97.32
1672,user_1672@gmail.com,2021-12-20,PL,74.0,M,medium,no,77.65
1673,user_1673@yahoo.es,14 Aug 2023,US,70.0,M,,no,19.49
1674,user_1674@hotmail.com,2020-10-29,RO,24.0,F,medium,No,70.98
1675,user_1675@gmail.com,2021-04-28,RO,27.0,M,,Yes,7.51
1676,user_1676@yahoo.es,2020-07-29,GB,62.0,M,high,0,31.8
1677,user_1677@hotmail.com,2020-10-26,RO,34.0,F,low,No,11.58
1678,user_1678@gmail.com,2021-06-08,NL,,F,medium,1,94.99
1679,user_1679@yahoo.es,2021-02-08,NL,38.0,F,,1,33.88
1680,user_1680@hotmail.com,2020-12-21,US,,M,low,True,71.32
1681,user_1681@gmail.com,2023-05-18,RO,63.0,F,medium,1,57.13
1682,user_1682@yahoo.es,2020-11-09,TR,19.0,M,low,False,10.75
1683,user_1683@hotmail.com,2023-09-04,RO,71.0,M,medium,True,56.13
1684,user_1684@gmail.com,2020-06-03,GB,60.0,F,medium,1,66.1
1685,  user_1685@yahoo.es,2020-12-28,ES,18.0,M,very_high,False,88.15
1686,user_1686@hotmail.com,2023-07-10,DE,68.0,M,very_high,1,7.01
1687,user_1687@gmail.com,2022-10-08,FR,70.0,F,medium,No,29.56
1688,user_1688@yahoo.es,2022-08-08,US,53.0,M,high,yes,69.23
1689,user_1689@hotmail.com,2023-02-28,ES,68.0,M,low,False,3.43
1690,user_1690@gmail.com,2023-04-01,IT,43.0,M,medium,0,20.36
1691,user_1691@yahoo.es,2022-07-08,PL,46.0,M,high,No,21.87
1692,user_1692@hotmail.com,2023-10-26,TR,38.0,M,,yes,66.93
1693,user_1693@gmail.com,2023-03-02,ES,28.0,F,low,False,28.6
1694,user_1694@yahoo.es,2023-08-09,ES,57.0,F,low,No,59.96
1695,user_1695@hotmail.com,2023-07-25,GB,28.0,M,medium,0,96.53
1696,user_1696@gmail.com,2023-07-03,ES,53.0,F,medium,False,79.32
